type,text,label,is_label_correct,is_grammatically,is_makes_sense,ptype->htype,from->to,section,worker,is_completed,row_id,hit_id
H,How did it hope to compete with the great coastal **groups** in other parts of the New World?,contradiction,,,,nonhypo->hyper,colonels->groups,3 Nonhypo->hyper,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
P,How did it hope to compete with the great coastal **mandates** in other parts of the New World?,contradiction,,,,nonhypo->hyper,mandates->groups,3 Nonhypo->hyper,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
H,How did it hope to compete with the great coastal **groups** in other parts of the New World?,contradiction,,,,nonhypo->hyper,mandates->groups,3 Nonhypo->hyper,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
P,How did it hope to compete with the great coastal **histories** in other parts of the New World?,contradiction,,,,nonhypo->hyper,histories->groups,3 Nonhypo->hyper,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
H,How did it hope to compete with the great coastal **groups** in other parts of the New World?,contradiction,,,,nonhypo->hyper,histories->groups,3 Nonhypo->hyper,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
P,How did it hope to compete with the great coastal **groups** in other parts of the New World?,contradiction,,,,hyper->nonhypo,groups->colonels,3 Hyper->Nonhypo,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
H,How did it hope to compete with the great coastal **colonels** in other parts of the New World?,contradiction,,,,hyper->nonhypo,groups->colonels,3 Hyper->Nonhypo,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
P,How did it hope to compete with the great coastal **groups** in other parts of the New World?,contradiction,,,,hyper->nonhypo,groups->mandates,3 Hyper->Nonhypo,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
H,How did it hope to compete with the great coastal **mandates** in other parts of the New World?,contradiction,,,,hyper->nonhypo,groups->mandates,3 Hyper->Nonhypo,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
P,How did it hope to compete with the great coastal **groups** in other parts of the New World?,contradiction,,,,hyper->nonhypo,groups->histories,3 Hyper->Nonhypo,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
H,How did it hope to compete with the great coastal **histories** in other parts of the New World?,contradiction,,,,hyper->nonhypo,groups->histories,3 Hyper->Nonhypo,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
P,How did it hope to compete with the great coastal **groups** in other parts of the New World?,contradiction,,,,hyper->hypo,groups->settlements,4 hyper->hypo freestyle original,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
H,The great coastal **settlements** stood no chance against the new colony.,contradiction,,,,hyper->hypo,groups->settlements,4 hyper->hypo freestyle original,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
P,How did it hope to compete with the great coastal **groups** in other parts of the New World?,neutral,,,,hyper->nonhypo,groups->colonels,4 hyper->Nonhypo freestyle original,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
H,The **colonels** regulated trade the new world's coastline.,neutral,,,,hyper->nonhypo,groups->colonels,4 hyper->Nonhypo freestyle original,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
P,How did it hope to compete with the great coastal **settlements** in other parts of the New World?,neutral,,,,hypo->hyper,settlements->groups,5 hypo->hyper freestyle original,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
H,Many **groups** along the coast made up much of the New world.,neutral,,,,hypo->hyper,settlements->groups,5 hypo->hyper freestyle original,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
P,How did it hope to compete with the great coastal **settlements** in other parts of the New World?,neutral,,,,hypo->nonhypo,settlements->colonels,5 hypo->Nonhypo freestyle original,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
H,Competition amongst **colonels** in the New World was a driving factor in economics.,neutral,,,,hypo->nonhypo,settlements->colonels,5 hypo->Nonhypo freestyle original,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
P,How did it hope to compete with the great coastal **groups** in other parts of the New World?,contradiction,,,,hyper->hypo,groups->regiments,dataset3 hyper->hypo freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
H,The great coastal **regiments** stood no chance against the new colony.,contradiction,,,,hyper->hypo,groups->regiments,dataset3 hyper->hypo freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
P,How did it hope to compete with the great coastal **groups** in other parts of the New World?,contradiction,,,,hyper->hypo,groups->governments,dataset3 hyper->hypo freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
H,The great coastal **governments** stood no chance against the new colony.,contradiction,,,,hyper->hypo,groups->governments,dataset3 hyper->hypo freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
P,How did it hope to compete with the great coastal **groups** in other parts of the New World?,contradiction,,,,hyper->hypo,groups->societies,dataset3 hyper->hypo freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
H,The great coastal **societies** stood no chance against the new colony.,contradiction,,,,hyper->hypo,groups->societies,dataset3 hyper->hypo freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
P,How did it hope to compete with the great coastal **groups** in other parts of the New World?,contradiction,,,,hyper->hypo,groups->communities,dataset3 hyper->hypo freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
H,The great coastal **communities** stood no chance against the new colony.,contradiction,,,,hyper->hypo,groups->communities,dataset3 hyper->hypo freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
P,How did it hope to compete with the great coastal **groups** in other parts of the New World?,contradiction,,,,hyper->hypo,groups->families,dataset3 hyper->hypo freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
H,The great coastal **families** stood no chance against the new colony.,contradiction,,,,hyper->hypo,groups->families,dataset3 hyper->hypo freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
P,How did it hope to compete with the great coastal **groups** in other parts of the New World?,neutral,,,,hyper->nonhypo,groups->mandates,dataset3 hyper->nonhypo freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
H,The **mandates** regulated trade the new world's coastline.,neutral,,,,hyper->nonhypo,groups->mandates,dataset3 hyper->nonhypo freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
P,How did it hope to compete with the great coastal **groups** in other parts of the New World?,neutral,,,,hyper->nonhypo,groups->histories,dataset3 hyper->nonhypo freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
H,The **histories** regulated trade the new world's coastline.,neutral,,,,hyper->nonhypo,groups->histories,dataset3 hyper->nonhypo freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
P,How did it hope to compete with the great coastal **regiments** in other parts of the New World?,neutral,,,,hypo->hyper,regiments->groups,dataset3 hypo->hyper freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
H,Many **groups** along the coast made up much of the New world.,neutral,,,,hypo->hyper,regiments->groups,dataset3 hypo->hyper freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
P,How did it hope to compete with the great coastal **governments** in other parts of the New World?,neutral,,,,hypo->hyper,governments->groups,dataset3 hypo->hyper freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
H,Many **groups** along the coast made up much of the New world.,neutral,,,,hypo->hyper,governments->groups,dataset3 hypo->hyper freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
P,How did it hope to compete with the great coastal **societies** in other parts of the New World?,neutral,,,,hypo->hyper,societies->groups,dataset3 hypo->hyper freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
H,Many **groups** along the coast made up much of the New world.,neutral,,,,hypo->hyper,societies->groups,dataset3 hypo->hyper freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
P,How did it hope to compete with the great coastal **communities** in other parts of the New World?,neutral,,,,hypo->hyper,communities->groups,dataset3 hypo->hyper freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
H,Many **groups** along the coast made up much of the New world.,neutral,,,,hypo->hyper,communities->groups,dataset3 hypo->hyper freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
P,How did it hope to compete with the great coastal **families** in other parts of the New World?,neutral,,,,hypo->hyper,families->groups,dataset3 hypo->hyper freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
H,Many **groups** along the coast made up much of the New world.,neutral,,,,hypo->hyper,families->groups,dataset3 hypo->hyper freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
P,How did it hope to compete with the great coastal **regiments** in other parts of the New World?,neutral,,,,hypo->nonhypo,regiments->mandates,dataset3 hypo->nonhypo freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
H,Competition amongst **mandates** in the New World was a driving factor in economics.,neutral,,,,hypo->nonhypo,regiments->mandates,dataset3 hypo->nonhypo freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
P,How did it hope to compete with the great coastal **governments** in other parts of the New World?,neutral,,,,hypo->nonhypo,governments->mandates,dataset3 hypo->nonhypo freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
H,Competition amongst **mandates** in the New World was a driving factor in economics.,neutral,,,,hypo->nonhypo,governments->mandates,dataset3 hypo->nonhypo freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
P,How did it hope to compete with the great coastal **societies** in other parts of the New World?,neutral,,,,hypo->nonhypo,societies->mandates,dataset3 hypo->nonhypo freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
H,Competition amongst **mandates** in the New World was a driving factor in economics.,neutral,,,,hypo->nonhypo,societies->mandates,dataset3 hypo->nonhypo freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
P,How did it hope to compete with the great coastal **communities** in other parts of the New World?,neutral,,,,hypo->nonhypo,communities->mandates,dataset3 hypo->nonhypo freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
H,Competition amongst **mandates** in the New World was a driving factor in economics.,neutral,,,,hypo->nonhypo,communities->mandates,dataset3 hypo->nonhypo freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
P,How did it hope to compete with the great coastal **families** in other parts of the New World?,neutral,,,,hypo->nonhypo,families->mandates,dataset3 hypo->nonhypo freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
H,Competition amongst **mandates** in the New World was a driving factor in economics.,neutral,,,,hypo->nonhypo,families->mandates,dataset3 hypo->nonhypo freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
P,How did it hope to compete with the great coastal **regiments** in other parts of the New World?,neutral,,,,hypo->nonhypo,regiments->histories,dataset3 hypo->nonhypo freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
H,Competition amongst **histories** in the New World was a driving factor in economics.,neutral,,,,hypo->nonhypo,regiments->histories,dataset3 hypo->nonhypo freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
P,How did it hope to compete with the great coastal **governments** in other parts of the New World?,neutral,,,,hypo->nonhypo,governments->histories,dataset3 hypo->nonhypo freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
H,Competition amongst **histories** in the New World was a driving factor in economics.,neutral,,,,hypo->nonhypo,governments->histories,dataset3 hypo->nonhypo freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
P,How did it hope to compete with the great coastal **societies** in other parts of the New World?,neutral,,,,hypo->nonhypo,societies->histories,dataset3 hypo->nonhypo freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
H,Competition amongst **histories** in the New World was a driving factor in economics.,neutral,,,,hypo->nonhypo,societies->histories,dataset3 hypo->nonhypo freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
P,How did it hope to compete with the great coastal **communities** in other parts of the New World?,neutral,,,,hypo->nonhypo,communities->histories,dataset3 hypo->nonhypo freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
H,Competition amongst **histories** in the New World was a driving factor in economics.,neutral,,,,hypo->nonhypo,communities->histories,dataset3 hypo->nonhypo freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
P,How did it hope to compete with the great coastal **families** in other parts of the New World?,neutral,,,,hypo->nonhypo,families->histories,dataset3 hypo->nonhypo freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
H,Competition amongst **histories** in the New World was a driving factor in economics.,neutral,,,,hypo->nonhypo,families->histories,dataset3 hypo->nonhypo freestyle substitution,A104V8NZIQFN2F,True,78,336OE47KI2L9AU7LAI7K3DRTA0FWVO
P,What do you think of that? 38 I scrutinized the **fragment**.,entailment,,,,hypo->hyper,fragment->part,1,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
H,What do you think of that? 38 I scrutinized the **part**.,entailment,,,,hypo->hyper,fragment->part,1,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
P,What do you think of that? 38 I scrutinized the **part**.,neutral,,,,hyper->hypo,part->ingredient,2 hyper->hypo,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
H,What do you think of that? 38 I scrutinized the **ingredient**.,neutral,,,,hyper->hypo,part->ingredient,2 hyper->hypo,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
P,What do you think of that? 38 I scrutinized the **part**.,neutral,,,,hyper->hypo,part->swatch,2 hyper->hypo,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
H,What do you think of that? 38 I scrutinized the **swatch**.,neutral,,,,hyper->hypo,part->swatch,2 hyper->hypo,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
P,What do you think of that? 38 I scrutinized the **part**.,neutral,,,,hyper->hypo,part->element,2 hyper->hypo,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
H,What do you think of that? 38 I scrutinized the **element**.,neutral,,,,hyper->hypo,part->element,2 hyper->hypo,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
P,What do you think of that? 38 I scrutinized the **part**.,neutral,,,,hyper->hypo,part->accessory,2 hyper->hypo,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
H,What do you think of that? 38 I scrutinized the **accessory**.,neutral,,,,hyper->hypo,part->accessory,2 hyper->hypo,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
P,What do you think of that? 38 I scrutinized the **part**.,neutral,,,,hyper->hypo,part->doorknob,2 hyper->hypo,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
H,What do you think of that? 38 I scrutinized the **doorknob**.,neutral,,,,hyper->hypo,part->doorknob,2 hyper->hypo,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
P,What do you think of that? 38 I scrutinized the **ingredient**.,entailment,,,,hypo->hyper,ingredient->part,2 hypo->hyper,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
H,What do you think of that? 38 I scrutinized the **part**.,entailment,,,,hypo->hyper,ingredient->part,2 hypo->hyper,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
P,What do you think of that? 38 I scrutinized the **swatch**.,entailment,,,,hypo->hyper,swatch->part,2 hypo->hyper,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
H,What do you think of that? 38 I scrutinized the **part**.,entailment,,,,hypo->hyper,swatch->part,2 hypo->hyper,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
P,What do you think of that? 38 I scrutinized the **element**.,entailment,,,,hypo->hyper,element->part,2 hypo->hyper,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
H,What do you think of that? 38 I scrutinized the **part**.,entailment,,,,hypo->hyper,element->part,2 hypo->hyper,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
P,What do you think of that? 38 I scrutinized the **accessory**.,entailment,,,,hypo->hyper,accessory->part,2 hypo->hyper,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
H,What do you think of that? 38 I scrutinized the **part**.,entailment,,,,hypo->hyper,accessory->part,2 hypo->hyper,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
P,What do you think of that? 38 I scrutinized the **doorknob**.,entailment,,,,hypo->hyper,doorknob->part,2 hypo->hyper,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
H,What do you think of that? 38 I scrutinized the **part**.,entailment,,,,hypo->hyper,doorknob->part,2 hypo->hyper,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
P,What do you think of that? 38 I scrutinized the **taste**.,neutral,,,,nonhypo->hyper,taste->part,3 Nonhypo->hyper,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
H,What do you think of that? 38 I scrutinized the **part**.,neutral,,,,nonhypo->hyper,taste->part,3 Nonhypo->hyper,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
P,What do you think of that? 38 I scrutinized the **color**.,neutral,,,,nonhypo->hyper,color->part,3 Nonhypo->hyper,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
H,What do you think of that? 38 I scrutinized the **part**.,neutral,,,,nonhypo->hyper,color->part,3 Nonhypo->hyper,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
P,What do you think of that? 38 I scrutinized the **structure**.,neutral,,,,nonhypo->hyper,structure->part,3 Nonhypo->hyper,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
H,What do you think of that? 38 I scrutinized the **part**.,neutral,,,,nonhypo->hyper,structure->part,3 Nonhypo->hyper,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
P,What do you think of that? 38 I scrutinized the **part**.,contradiction,,,,hyper->nonhypo,part->taste,3 Hyper->Nonhypo,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
H,What do you think of that? 38 I scrutinized the **taste**.,contradiction,,,,hyper->nonhypo,part->taste,3 Hyper->Nonhypo,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
P,What do you think of that? 38 I scrutinized the **part**.,neutral,,,,hyper->nonhypo,part->color,3 Hyper->Nonhypo,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
H,What do you think of that? 38 I scrutinized the **color**.,neutral,,,,hyper->nonhypo,part->color,3 Hyper->Nonhypo,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
P,What do you think of that? 38 I scrutinized the **part**.,contradiction,,,,hyper->nonhypo,part->structure,3 Hyper->Nonhypo,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
H,What do you think of that? 38 I scrutinized the **structure**.,contradiction,,,,hyper->nonhypo,part->structure,3 Hyper->Nonhypo,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
P,What do you think of that? 38 I scrutinized the **part**.,neutral,,,,hyper->hypo,part->fragment,4 hyper->hypo freestyle original,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
H,I scrutinized the **fragment**.,neutral,,,,hyper->hypo,part->fragment,4 hyper->hypo freestyle original,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
P,What do you think of that? 38 I scrutinized the **part**.,contradiction,,,,hyper->nonhypo,part->taste,4 hyper->Nonhypo freestyle original,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
H,I scrutinized the **taste**.,contradiction,,,,hyper->nonhypo,part->taste,4 hyper->Nonhypo freestyle original,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
P,What do you think of that? 38 I scrutinized the **fragment**.,entailment,,,,hypo->hyper,fragment->part,5 hypo->hyper freestyle original,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
H,I scrutinized the **part**.,entailment,,,,hypo->hyper,fragment->part,5 hypo->hyper freestyle original,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
P,What do you think of that? 38 I scrutinized the **fragment**.,contradiction,,,,hypo->nonhypo,fragment->taste,5 hypo->Nonhypo freestyle original,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
H,I scrutinized the **taste**.,contradiction,,,,hypo->nonhypo,fragment->taste,5 hypo->Nonhypo freestyle original,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
P,What do you think of that? 38 I scrutinized the **part**.,neutral,,,,hyper->hypo,part->ingredient,dataset3 hyper->hypo freestyle substitution,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
H,I scrutinized the **ingredient**.,neutral,,,,hyper->hypo,part->ingredient,dataset3 hyper->hypo freestyle substitution,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
P,What do you think of that? 38 I scrutinized the **part**.,neutral,,,,hyper->hypo,part->swatch,dataset3 hyper->hypo freestyle substitution,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
H,I scrutinized the **swatch**.,neutral,,,,hyper->hypo,part->swatch,dataset3 hyper->hypo freestyle substitution,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
P,What do you think of that? 38 I scrutinized the **part**.,neutral,,,,hyper->hypo,part->element,dataset3 hyper->hypo freestyle substitution,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
H,I scrutinized the **element**.,neutral,,,,hyper->hypo,part->element,dataset3 hyper->hypo freestyle substitution,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
P,What do you think of that? 38 I scrutinized the **part**.,neutral,,,,hyper->hypo,part->accessory,dataset3 hyper->hypo freestyle substitution,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
H,I scrutinized the **accessory**.,neutral,,,,hyper->hypo,part->accessory,dataset3 hyper->hypo freestyle substitution,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
P,What do you think of that? 38 I scrutinized the **part**.,neutral,,,,hyper->hypo,part->doorknob,dataset3 hyper->hypo freestyle substitution,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
H,I scrutinized the **doorknob**.,neutral,,,,hyper->hypo,part->doorknob,dataset3 hyper->hypo freestyle substitution,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
P,What do you think of that? 38 I scrutinized the **part**.,neutral,,,,hyper->nonhypo,part->color,dataset3 hyper->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
H,I scrutinized the **color**.,neutral,,,,hyper->nonhypo,part->color,dataset3 hyper->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
P,What do you think of that? 38 I scrutinized the **part**.,neutral,,,,hyper->nonhypo,part->structure,dataset3 hyper->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
H,I scrutinized the **structure**.,neutral,,,,hyper->nonhypo,part->structure,dataset3 hyper->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
P,What do you think of that? 38 I scrutinized the **ingredient**.,entailment,,,,hypo->hyper,ingredient->part,dataset3 hypo->hyper freestyle substitution,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
H,I scrutinized the **part**.,entailment,,,,hypo->hyper,ingredient->part,dataset3 hypo->hyper freestyle substitution,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
P,What do you think of that? 38 I scrutinized the **swatch**.,entailment,,,,hypo->hyper,swatch->part,dataset3 hypo->hyper freestyle substitution,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
H,I scrutinized the **part**.,entailment,,,,hypo->hyper,swatch->part,dataset3 hypo->hyper freestyle substitution,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
P,What do you think of that? 38 I scrutinized the **element**.,entailment,,,,hypo->hyper,element->part,dataset3 hypo->hyper freestyle substitution,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
H,I scrutinized the **part**.,entailment,,,,hypo->hyper,element->part,dataset3 hypo->hyper freestyle substitution,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
P,What do you think of that? 38 I scrutinized the **accessory**.,entailment,,,,hypo->hyper,accessory->part,dataset3 hypo->hyper freestyle substitution,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
H,I scrutinized the **part**.,entailment,,,,hypo->hyper,accessory->part,dataset3 hypo->hyper freestyle substitution,A2A4UAFZ5LW71K,True,79,3PA41K45VN5HFV9OGYQ9553UVL67PD
